,product_name,brand,water_usage_liters,carbon_footprint_kg,energy_consumption_kwh,packaging_waste_g,biodegradability,hazardous_chemicals,recyclability_score,environmental_certifications,environmental_impact_score
250,Skin Experts Anti Ageing Face Cream,Skin Experts,2.6,0.07202756,0.0002073282,100,0.01993562,0,4,0,0.10527975
251,Chemistry,Loreal,8.18,1.15,0.04,12,89.1,0,6,1,0.918
252,Crystal Lip Oil,Kate,27.0,0.0,18.5,6,0.0,0,8,0,0.14173684
253,Eau d'Eux,YSL,1.3,0.692,0.03,22,58.22,1,3,0,0.229
254,Colgate Total® Pro-Shield™ Toothpaste - 100 ml,Colgate,0.75,2.21,1.07,13,76.0,1,7,0,2.33
255,Moroccan Argan Oil,Argireline,1.1,0.18819469,0.00149584,6,0.96622654,0,6,0,0.58739615
256,Ambidensia,RiRi,46.2,4.95,1.76,33,85.0,0,7,0,0.015
257,Pink Sugar Lip Tint,L'Oreal Paris,0.52,0.103,0.001,15,88.2,0,8,0,0.265
258,Burning Oil,Lush,3.0,0.00253,1.109,82,60.0,0,6,0,0.00313
259,"Eucerin baby dry, sensitive skin care lotion",Eucerin,1.0,0.0515,0.831,12,0.99,11,6,0,0.19608131
260,MUJI,MUJI,2.7,2.3812,2.76,18,0.12,0,4,0,0.9068
261,EOS Organic Moisturizing Lip Balm SPF15,EOS,0.42,0.22,0.25,27,99.0,1,9,0,0.04
262,Careline,Careline,50.0,10.91,2.33,9,0.335,7,6,0,5.43
263,HYUNDAI MOTOR GROUP DAEWOO EARTHMOVERS SERVICE CENTRE,HYUNDAI MOTOR GROUP,1.9,0.183,0.025,68,0.965,0,7,0,0.004
264,Shampoo,Pantene,50.0,0.08329673,0.12765,120,98.4,2,9,0,0.06138544
265,Eau de Toilette Giorgio Armani - Acqua di Gio Profumo 75ml,Giorgio Armani,1.4,15.9,2.9,23,0.11,41,8,0,10.26
266,Peptide 42 Serum,SkinCeuticals,8.55,0.14,0.33,4,0.56,0,4,0,0.46
267,Hand and Nail Cream,Yves Rocher,156.1,7.03064359,0.94623454,25,0.99,2,10,0,0.68886421
268,Cosmetics,Dermacol,0.3,13.65,1.21,17,0.0,5,6,0,14.39
269,BODY CARE NOURISHING LAVENDER BALM,JOSHUA ROSE,0.36,4.09,1.62,17,96.0,0,10,0,0.0516597554
270,Anti-ageing Serum,Carrer,1.0,0.0115,0.0069,5,0.64,2,7,0,0.59669
271,Ocean Treasure Aqua Marine Shower Gel,Ocean Treasure,8.0,5.6517,1.6333,125,90.0,4,7,0,18.5208
272,LAVA LAVA COCONUT MANGORA SALTED CARAMEL SCRUB,LAVA LAVA,2.0,8.5,0.003,25,92.16,0,0,0,0.306
273,ZENITH RESTORING EXTRA RICH HAND CREAM,ZENITH,1.1,1.46,2.1,38,92.0,0,7,0,0.339941504
274,Mentha Pure,Lavera,1.8,0.033,0.00461,6,97.0,0,4,1,0.162
275,Elizabeth Arden 8 Hour Cream,Elizabeth Arden,0.3,0.197,0.00178,41,100.0,0,1,0,0.497
276,Toned Orange Blush,BH Cosmetics,33.6,0.047323574,1.16,103,24.76554142,2,6,0,0.911177041
277,Vitamin C and E Complex,Miitai,155.0,0.23,0.022,30,92.5,1,7,0,0.323
278,LOREAL 0108700000002 ELVIVE Color Vibrancy Conditioner,LOREAL,29.0,0.4581,0.1904,21,0.77,0,8,0,0.0652
279,MISS ANGEL,MISS ANGEL,8.0,0.303,0.021,15,0.0,4,4,0,0.305
280,Garnier Pure Active Ultra-Light Hydrating Gel,Garnier,0.659,0.031,0.032,10,0.0,0,6,0,0.078
281,Sunscreen,Cetaphil,0.309,55.47,5.736,20,0.58,1,5,1,0.011
282,Sweet Touch - Aqua Fresh Body Spray,Sweet Touch,10.3,0.0489,0.0013,16,0.99,0,7,0,0.0578
283,Essential Shampoo,Cipla,697.0,130.62,228.08,20,89.0,1,3,2,0.9633335
284,Essential Oils,The Body Shop,0.0,0.0,0.0,8,100.0,0,0,0,0.0
285,Powder,L'oreal,20.0,0.331,1.11,22,91.0,0,5,0,0.734
286,Red Apple Lip Gloss,Kiko,3.3,0.094,1.32,16,0.978,1,1,1,0.325
287,SALON TAN SELF TANNING LOTION,Salon Tan,0.0,1.5,0.53,130,5.0,0,4,0,0.5
288,Bisabol Shampoo,Bisabol,23.5,0.429,2.48,12,0.0,0,2,0,0.648
289,Knocks Out,Wet N Wild,15.0,55.35,0.357,14,92.28,2,4,0,0.458
290,Skin milk,L'Oreal,0.2072,0.007,0.002,21,0.169,0,4,0,0.0187
291,Dove rejuvenate shampoo,Dove,3.6,0.088,0.019,192,0.9808,1,7,1,0.026
292,Serum face,Natural Good,19.5,0.02122063,0.1935,120,0.9806595,0,8,0,0.00920352
293,Burt's Bees Burt's Bees Baby Bee Lotion,Burt's Bees,1.0,1.18,0.075,16,98.7,1,8,0,0.018
294,HASK401,BIOCERA,0.0,0.0,0.0,26,100.0,0,8,0,0.0
295,HOUSE OF ELF 100% NATURAL ORANGE BLUSH,HOUSE OF ELF,8.0,0.072,0.08,19,41.667,0,7,0,0.0109
296,L'Oréal Paris Nude Magique Eau de Teint,L’Oréal Paris,11.97,1.24,0.053,11,0.72,0,1,0,0.117
297,XtraCare Deep Nourishing Cream,Neutrogena,20.8,4.18,6.55,35,18.96,12,2,0,62.67
298,FOOT-FROG,FootFrog,161.0,2.674,1.608,120,98.0,0,8,0,0.052
299,Sinful Colors Nail Polish,Sinful Colors,1.5,0.08915707,0.186,24,35.0,2,5,0,0.6519767
300,Baby Magic Fragrance Free Baby Wash,Baby Magic,3.99,0.05,0.19,10,90.0,0,5,1,0.0462962962962963
301,COTTON FACE TONIC,Origins,0.0,0.0,0.0,0,100.0,0,9,0,0.0
302,Mg Guinot Eye Treatment,Mg Guinot,1.1,0.0700000028610229,0.00199999952316284,9,0.66000000476837,0,5,0,0.140000005960464
303,Cushion Foundation,Etude House,0.0,4.6,0.006,18,93.5,4,8,0,5.9
304,Mascara,Revlon,12.0,2.0,1.2,9,20.0,1,5,2,1.5666666666666667
305,Spa,Spa,0.0,0.0,0.0,0,100.0,0,10,0,0.0
306,pomade,Versace,445.0,197.0,17.0,42,33.6,3,9,0,0.59194517
307,DARK VIOLET EYELINER,Maybelline,33.9,0.0,0.185,5,99.0,6,6,0,0.713
308,Gingko Biloba Extract,DYSISKIN,1.6,1.44,1.2,44,86.31,0,6,0,1.05
309,Borisowski,Borisowski,0.0,0.904,0.14,23,0.9,1,5,0,0.321
310,Ekkan Bubble,Ekkan,0.7,0.013,0.0726,15,100.0,0,7,0,0.0167
311,Olive oil shea butter body wash,Pure Nature,2.5,0.453,0.018,24,100.0,0,8,1,0.832
312,Scented Shampoo,Nature,37.3,0.006465166,0.125,34,0.68264119,0,6,0,0.64904523
313,G'NIGHT GENTLE CLEANSING MILK,DIOR,1.8,1.23,0.13,16,72.11,1,8,0,0.5099999999999998
314,Women's Skin Care - Organic Facial Cream,Garden of Wisdom,0.5,0.5300000000000002,0.04,13,90.9125,0,9,0,0.5900000000000001
315,Spa Pure & Natural,Spa,0.0,0.0,0.0,0,7.0,0,9,3,3.15
316,Isdin Dermatological Fluid Make-up SPF 20,Isdin,3.3,237.779,0.683,20,65.87,1,7,0,0.445
317,Cosmetic Product,the Body Shop,1.2,0.0327,0.002104334,16,98.5,0,8,0,0.15228163
318,L'Oréal Paris Elvive Extraordinary Clay Mask – Pink Clay,L'Oréal,1.0,0.039,0.056,10,0.3,1,6,0,0.128
319,Mask Me 1 Day Extreme 48H Waterproof Mascara,Maybelline New York,2.0,0.117,0.061,28,94.0,0,5,0,0.117
320,Lip Balm,Kiko Milano,0.0,0.0,0.0,46,0.0,0,4,0,0.0
321,Liebe Mutter,Liebe Mutter,0.0,0.0126,0.0168,12,0.85,0,6,0,0.5051
322,MOOM Cosmetics NutriCare Magnesium Face Mask 95 g,MOOM Cosmetics,12.363,0.167,0.021,3,0.0166,0,10,0,0.324
323,Skin Care,The Body Shop,130.0,0.076,1.494,7,96.0,1,6,0,0.183
324,Elastic Sculpting Fill and Smooth Body Contouring Cream 237ml,Murad,0.0,3.9,0.0,36,90.0,0,6,0,0.3449999868869775
325,UV Protector,Essence of Beauty,8.07,0.005146,0.001535,3,0.99,0,10,0,2.71e-05
326,SUN SUN SPF 15 UVA/UVB SUNSCREEN LOTION 1000ML,SUN SUN,65.0,0.114,0.424,20,0.0,0,6,0,0.036
327,L'Oréal Paris Parisian Nude Lip Balm,L'Oréal Paris,0.4,0.794,0.058,15,0.952,10,6,0,0.755
328,KOSE Miily Perfect Base,KOSE,0.13,0.0214,0.00126,27,0.52,1,6,1,0.3206
329,ClearlyCare Eyes Fast Acting Eye Gel,ClearlyCare,158.0,0.00042925,0.1991,20,0.0,0,5,0,0.00026856
330,Pink Stain,Maybelline,1.8,0.134,0.0042,23,0.69,2,4,0,0.335
331,NATURE PROTECTION CREAM SPF 20,NATURE-PRO,0.0,2.62,0.12,16,86.0,11,2,0,0.5
332,Olay Gentle Foaming Cleanser,Olay,0.5,0.0,1.08,27,56.69,2,5,0,0.144190283
333,Vitamin C Serum,The Ordinary,11.5,0.0705,1.484,9,0.0,4,8,0,0.163
334,JĀSÖN,JĀSÖN,61.92,0.221,0.615,28,99.97,0,7,0,0.104
335,Couperose + soothing repair,SANTA ROSA,5.1,0.93,0.02,28,48.5,12,7,2,0.29
336,Hair Conditioner,Yardley,80.0,7.375875,3.09,70,0.94494449,1,1,2,0.64007474
337,Rejuvenating Hand Cream,Burt's Bees,0.0,0.0,0.0,0,0.0,0,7,0,0.0
338,Cleopatra The Queen,Cleopatra,1.1,0.112,0.00011,147,33.33,0,8,0,0.375
339,Tarteist Creamy Matte Lip Paint,Tarte,1.3,0.195,1.64,6,26.24,2,6,0,0.439
340,Replenix face cream,Replenix,16.1,0.324,0.106,52,0.156,0,4,0,0.314
341,Aloe Vera,Aloe Vera,14.4,0.144,2.21,14,99.9,0,8,1,0.073
342,Baby Dove Rich Moisture Shampoo,Dove,2.9,0.0605,0.114,44,0.26,1,2,0,0.134
343,REVLON COLORSTAY CREAM TO POWDER MAKEUP/CONCEALER,REVLON,69.25,3.04,0.0791,18,1.0,5,9,0,0.66584642
344,Beauty and Style Beauty Lounge,Beauty and Style Beauty Lounge,0.0,0.547,0.057,18,0.0,1,9,1,0.016
345,Fromm Peppermint Firming Cream,Fromm,10.0,1.45,2.89,15,95.0,1,9,1,0.15
346,Coconut oil,Dabur,0.2,33.967,18.52,22,0.0,5,5,0,23.331
347,BOSICHA HAIR GROWTH ENHANCEMENT SHAMPOO,BOSICHA,8.5,0.0219,0.0464,25,89.3,0,10,0,0.0274
348,Hair Dye,Garnier,0.7,0.261,0.011,107,51.1,6,7,0,0.408
349,CALMING LIP BALM,THE BODY SHOP,0.0,0.0,0.0,0,1.0,2,9,0,0.5866666666666666
350,Aqua,The Body Shop,11.1,0.021,11.077,12,0.0,0,3,0,2.7e-06
351,Anti-wrinkle cream,Dove,3.2,0.0042191886,1.2,4,0.34,3,3,0,0.004235794
352,Tresor Eau de Parfum Spray,Lancome,0.0,22.371,4.096,47,0.6,1,7,0,8.4
353,3-in-1 Aloe Vera Shampoo Conditioner & Hair Mask,Nature's Co.,181.0,6.6,2.6,110,77.4,6,2,0,0.0833333333333333
354,Nourishing Cream,Maybelline,18.0,2.930548482,3.56,33,0.5,2,6,0,0.940882943
355,Dove Sensitive Skin Deodorant,Dove,7.8,0.246,0.246,25,95.24,0,7,0,0.344
356,ANTIPERSPIRANT DEODORANT (SOLID),Dove,0.0,1.06,0.02,25,99.0,2,2,0,0.507168036
357,COGNITIVE SKIN CARE,L'OCCITANE,25.0,0.08935,0.02835,17,98.11,0,7,0,28.473854999999997
358,Jessica Alba The Honest Company Baby Shampoo and Body Wash,The Honest Company,10.0,0.01062,0.065,34,83.6,0,2,0,0.03385
359,Eye Shadow,L'Oreal Paris,1.2,0.00136,0.00178,2,0.0,2,9,0,0.253779439
360,Red lips,Kimberly-Clark,2.96,0.0032113864,0.001,2,0.0,0,3,0,0.0032029186
361,TANNING OIL WITH SUNSCREEN SPF 30,ALOE VERA,110.0,0.036,0.166,102,92.18,0,8,0,0.317
362,Nail Polish,KRYZUMA,15.42,0.0116,0.000151,11,0.0107,0,7,0,0.01337232
363,Age Perfect Shooting Star Dry Oil-In,Lancome,2.32,0.6314,2.52,15,0.6995,0,0,0,0.0793
364,POND'S Flawless Radiance BB+ Cream,POND'S,1.0,1.358,1.182,21,0.009,41,4,0,0.243
365,Hollister Body Wash - Jasmine Scent - 400ml,Hollister,1.19,1.21,0.46,10,0.0,0,2,0,0.29
366,Pantene Pro-Vitamin Oil Shampoo,Pantene,1.4,0.111,1.14,31,85.0,5,1,1,0.654
367,"Cosmetic products for the face, body, hair and nail care",T.M.Lewin,4.34,0.075,1.58,19,0.0,0,2,0,0.0184
368,Stay Chic - Honey Pumpkin Body Lotion,Stay Chic,3.0,1.61,0.35,58,95.0,0,8,1,0.596912131835519
369,Lip gloss,Burt's Bees,2.0,0.283675,0.0196044,13,91.0497176,0,10,0,0.0574174
370,Enriched Hair Conditioner,Professional World,13.02,0.176,0.004,12,0.36,3,9,1,0.342
371,L'Oréal Paris Elvive Total Repair 5 Damage Erasing Balm 150 ml,L'Oréal Paris,0.0,22.5,0.068,15,82.0,2,6,1,0.27
372,Chamomile Moisture Cream,MADARAH,25.0,0.04,0.046,6,0.85,0,6,2,0.185
373,Beauty Glow,L'Oréal,1.0,0.16000000000000003,0.1,112,0.9999999999999999,1,8,0,0.4784
374,Missha M Perfect Cover BB Cream,Missha,2.0,0.0579,0.0029,16,0.25,24,5,0,0.7412
375,Fresh & Clean Bubble Bath,Palmer's,131.43,0.269,0.723,17,70.2,5,9,0,0.79
376,PURE LIPS BALM,Pureology,11.4,0.024,0.0066,4,2.99,0,3,0,0.027
377,Dove 100% Pure Milk Body Wash,Dove,7.0,0.945,1.928,0,42.0,0,7,1,0.993
378,Dream Matte Mousse,Rimmel,0.0,0.143,0.139,15,0.107,0,4,0,0.101
379,Dove Attraction Shampoo,Dove,221.0,14.91228,3.59,24,97.0,14,9,0,25.54362
380,Care & Beauty Anti-Aging Moisturizing Cream,Care & Beauty,28.2,0.097,0.183,14,0.75,7,3,0,0.332
381,MILK FOAM CLEANSING BALM,Kiehl's,1.71,0.48,0.02,19,62.1,19,6,1,0.88
382,Baby Botany Body Lotion,Baby Botany,35.04,0.611,2.1,9,93.5,5,4,0,0.105
383,Garnier Micellar Cleansing Water,Garnier,19.9,0.207,0.503,30,98.0,8,8,0,0.15
384,Dermalogica,Dermalogica,2.0,3.158e-05,0.115,16,0.824,2,7,0,0.34873975
385,L'ORÃAL PARIS INFALLIBLE SUPERBLENDER BLEND MODE,L'ORÃ‰AL PARIS,5.0,1.8768,5.96,15,46.0,0,5,0,0.5832
386,GLOW BOOST CLEANSING OIL,DHC,80.0,16.115,59.6,22,90.0,1,6,0,0.107
387,Skin Perfecting Tinted Moisturizer SPF 30,NARS,0.074,0.0083,0.0091,23,0.99,0,8,0,0.0013
388,Loona,The Body Shop,21.5,0.0,2.0,40,39.68,3,6,0,0.0030407192
389,Baby Wet Wipes 300ml,Sivana,13.0,0.0055,0.056,7,76.1,0,7,0,0.2252
390,Natural Beauty,Natural Beauty,11.0,1.8978,0.3034,29,62.4,0,7,0,0.1707
391,Wet n Wild Megalast Liquid Catsuit Matte Nail Color - Lavender Magpie,Wet n Wild,24.0,1.11,5.59,17,0.41,1,4,0,0.465778439218918
392,Renewed Lip,Renewed,0.3,0.348,1.005,8,0.69,0,2,0,0.261
393,Vanilla Bean Nourishing Hand Cream,Aveda,1.73,0.015,0.17,33,30.0,1,6,0,0.24
394,Eau de Toilette - 'Très Femme',Ludovic Chouchan,1.0,0.0009999999999999998,0.002,16,0.91,0,7,0,0.043
395,LEVENIK FACE CREAM,LEVENIK,5.0,0.0,0.0,18,81.0,2,7,1,10.99748316
396,Hydra Nourishing Day Cream,Clarins,6.25,44.568,5.327,40,95.1,1,9,0,17.747
397,Garnier Fructis Triple Nutrition Shampoo,Garnier,5.9,0.015,0.224,140,23.7,1,1,0,0.077
398,BODY LOTION UNDER THE MIST,ALBA,108.0,4.016000000000001,0.09200000000000001,1350,0.89,1,5,1,0.31599999999999995
399,MARC JACOBS ORGANIC MASCARA,MARC JACOBS,1.9,0.121,0.00652,15,75.0,1,5,0,0.00615
400,Lipstick,L'Oreal,2.75,0.00071,0.015,14,0.64,1,6,0,0.8923
401,Lipstick 163,MILANI,2.15,0.0054,0.078,8,0.0,0,8,0,0.127
402,Moisturizing Facial Moisturizer,Hempz,126.0,13.628749999999998,0.4295,343,63.0,1,7,1,0.4131999999999999
403,Lipsense,Lipsense,1.8,5.968,0.13,12,50.0,1,8,0,0.827
404,Allure Lite Glossy Lip Balm,ALLURE,3.3,2.229,0.719,84,0.552,0,6,0,0.053
405,Mosaic Milk,Clinique,123.15,91.33,0.78,52,92.89,0,8,0,0.0
406,Kiss Me Organics Jojoba Oil,Kiss Me Organics,10.0,0.002,3.72,12,96.1,0,7,1,0.159
407,HAIRMAKE UP PENCIL,MAYBELLINE NEW YORK,0.0,0.631,0.019,4,75.0,1,8,0,0.009
408,Made for You by Yardley of London,Yardley of London,0.0,0.0,0.0,0,98.0,0,0,0,0.0
409,Pampering Oil,L'Oreal Paris,0.0,0.185,0.108,54,0.509,0,2,0,0.279
410,"Eye Makeup Remover for Mascara, Makeup Remover",Garnier,120.0,0.10585,0.25878,125,68.0,3,7,0,0.31937
411,MAKE UP FOR EVER PROFESSIONAL HD MICROFINISH MATTIFYING SETTING POWDER,MAKE UP FOR EVER,11.1,0.119,0.13,54,0.82,1,6,1,0.247
412,Cosmetics,Yves Rocher,0.37,6.75,3.97,5,99.99,0,8,1,0.75
413,Colgate Total Advanced Whitening,Colgate,2.29,4.45,0.0032,5,0.5,1,8,0,0.708853
414,Oil Control Matte Finish 48-Hour Wear Foundation,L'Oréal Paris,17.1,0.088,0.009,3,40.0,10,2,0,0.336
415,L'Oreal Paris Revitalift Laser X3 Filler,L'Oreal Paris,2.54,2.85,14.34,16,0.68,22,8,0,0.69
416,LOREAL PARIS 3D LIP GLACE TRANSPARENT PINK,LOREAL PARIS,15.0,0.018,4.4,7,99.96,0,10,0,15.0
417,Cetyl alcohol,Dermal Laboratories Inc,1.8,0.0237,0.38,9,0.4,0,7,0,0.6633
418,BioSilk Hydrating Therapy Conditioner,BioSilk,3.0,1.5615,0.0676,11,78.8,2,5,0,0.6478
419,Waterproof Mascara,Maybelline,24.29,0.0215,0.165,8,95.0,2,6,0,0.1903
420,Cleopatra Cosmetics Mascara,Cleopatra Cosmetics,4.8,1.71,0.245,2,37.42,22,2,0,0.924
421,Colgate Toothpaste,Colgate,11.6,28.153,0.383,3,12.5,13,5,0,47.664
422,Mona Lisa,L'Oreal Paris,2.2,16.0,0.017,115,98.0,0,10,0,0.835031699141168
423,L'Oréal Paris Men Expert Hydra-Energetic,L'Oréal Paris,12.0,381.33,3.0,12,78.6,3,5,1,0.703794018
424,L\'Or\u00e9 Paris Lumiere de Vie Aqua Essence,L\'Or\u00e9 Paris,15.0,5.78066666666667,0.0315,10,0.0,10,3,0,0.223656666666667
425,L'Oreal Paris Caresse,L'Oreal Paris,0.0,0.0386,0.00654,14,60.59,0,7,0,0.0636
426,LUCA BALANCE 3-IN-1 DETANGLE &AMP; STYLE SPRAY,LUCA,0.0,0.0,0.0,0,99.0,0,0,0,0.0
427,LIP BALM,BURT'S BEES,1.0,0.005485206,0.001619759,7,80.0,3,3,0,0.015625257
428,Garnier 2-in-1 Shampoo and Conditioner,Garnier,105.92,0.552580072,0.005463855,113,61.0231913,0,9,4,0.217893338
429,Fresh Mint Shampoo,Herbal Essences,10.0,0.297,1.467,48,92.7,0,6,0,0.013
430,Aqua,Marine Mist,0.25,0.248,3.8,30,0.0,0,10,0,0.628
431,Chamomile Cologne,Burt's Bees,1.88,0.006714137,0.01637173,18,0.87096775,0,6,0,0.1768931
432,"ghd platinum+ 1 1/2""",ghd,9.9,0.005267921,0.003235172,18,20.0,11,3,0,2.9505034
433,Baby Soft Moisturising Wash,NESTLE,0.09,0.00092,0.00037,125,1.0,10,6,1,0.307995839
434,Salon Science Moisturizing Shampoo,Salon Science,4.0,0.0273,0.002,13,0.0488,5,5,0,0.0119
435,BODYBALM,A'KIN,1.0,0.035,0.001,34,0.94,1,10,0,0.84625
436,EYESHADOW PALETTE,MAC,0.0,59.32,0.26,130,0.0,0,1,0,0.259
437,Skin Brightening Day Cream,L'Occitane,1.0,12.5,0.87,18,91.0,3,8,0,0.553513563
438,Acne Care Toner,Neutrogena,2.8,6.95,0.25,42,84.4,1,6,1,0.104
439,Touch,L'Oréal,25.9,0.038,0.0083,15,74.0,0,7,1,0.173
440,Sweet Clementine Body Lotion,Bellamianta,10.0,10.93,1.38,50,2.0,1,6,1,5.07
441,Aromatic Herbal Shampoo,Taj Mahal,23.1,5.72,2.05,14,2.8,0,4,0,0.979
442,JOOX EYE CARE DROPS,JOOX,5.07,0.1154,0.0056,10,0.6657,1,6,1,0.0451
443,Evian Mineral Water Spray-On Sunscreen SPF 30,Evian,20.0,0.206,1.57,20,0.0,0,7,0,0.156
444,Eye Pencil,Make Up For Ever,268.0,11.85,1.87,43,94.0,1,4,1,6.15
445,Bio Oil,Bio Oil,5.0,0.284,0.094,19,10.0,0,8,1,0.223
446,WHITENING SOAP 200g,REVINA,10.0,0.056,0.131,10,30.0,0,2,0,0.756
447,Garnier Ambre Solaire Protective Dry Oil Spray SPF30,Garnier,0.0,2.22,6.0,40,96.9,4,6,0,31.8
448,Moroccan Oil Transforming Body Wash,Moroccan Oil,11.0,1.66560959,0.034692201,57,22.0,0,8,0,0.592142138
449,Hydra Force 24H Intense Moisturizing Fluid,Nars,204.0,62.97,4.0,150,5.0,1,4,0,0.6999999999999998
450,Sensitivity Night Time Lotion,Sensitivity,10.0,0.085,0.68,77,49.0,0,8,1,0.446
451,BABOR Eye Line Gel,BABOR,1.7,0.225,0.025,16,37.75,1,9,0,0.316
452,Skin Health Care Plus - Anti-Ageing Cream,Skin Health Care Plus,9.84,0.322,1.04,28,70.0,1,5,0,0.228
453,Renewal Cream,Ideas,3440.0,52.75,2.66,155,0.0,15,5,1,15.11533245
454,Aroma Mist,Florasis,2.8,0.012,1.13,0,86.47,15,2,0,0.023
455,Imperia,Imperia,0.0,0.0,0.0,10,0.95,0,9,2,0.017655672
456,Bio-Blush,E.L.F,44.23,0.019,0.022,8,0.31,3,4,0,0.01
457,Biotin Infusion Flash Moisturizer,Clinique,10.0,0.0,0.0,165,0.5,1,2,0,0.4630000000000001
458,Nature Bain Milk & Honey Body Wash 1000ml,Nature Bain,18.0,0.05000000000000004,0.07999999999999997,25,0.85,3,7,1,0.07999999999999997
459,Shower gel,Palmer's,12.0,4.07,1.77,3,20.0,0,8,0,13.81
460,NATURAL OILS SHAMPOO,NATURAL OILS,87.38,1.69,2.05,74,0.95,1,5,1,0.85
461,Fermented Papaya Treatment,FTC,4.0,1.65540823,0.000236197,24,99.97,0,1,0,0.54697883
462,Baby oil,Vaseline,0.0,0.0,1.95,16,0.0,0,1,0,0.4155
463,Dove Men+Care Shampoo,Dove,7.5,8.41,0.215,10,0.87,1,2,0,0.628
464,"Eyebrow Groom & Set, 2nd",JOICO,1.75,0.09665399,0.00178927,4,0.45,1,3,0,0.146758009
465,Avon Cucumber Skin Tonic,Avon,0.0,0.0,0.0,99,9.8,1,7,0,1.0
466,Loreal Elseve Nutri Gloss Anti Brassing Shampoo,Loreal,110.0,0.375,1.6,163,54.26,1,7,1,0.788
467,Clarins Pure Melt Cleansing Gel,Clarins,17.7,1.8496993,1.33,17,81.7,4,1,0,0.34624868
468,Revlon Colorstay 2-in-1 liquid concealer,Revlon,0.0,0.256,0.0,20,0.0,2,1,0,0.406
469,Cosmopolitan,Cosmopolitan,0.0,0.0,0.0,11,0.0,0,10,0,0.0
470,Fusion Beard & Hair Oil,Kiehl's,1.35,0.0071652323,1.08,116,0.910696712,3,7,0,0.116244365
471,The Body Shop - Shea Body Butter,The Body Shop,275.0,24.15,444.77,127,53.12,2,6,0,0.51035607
472,Krishna Oil Of Indian Figs,Freeman Beauty,13.0,0.0239,0.007,1,66.43,0,7,0,0.0304
473,Hair Conditioner,Avon,1.78,0.285,0.031,35,75.9,14,6,0,0.474
474,BODY LOTION,THE BODY SHOP,2.0,8.371,2.0,25,0.111,0,6,0,0.663
475,Batiste Dry Shampoo,Batiste,53.6,0.43964538,12.96000002,13,0.89988798,0,8,0,0.18131673
476,Cosmetic No.2,Beauty,10.0,0.053785442,0.020705134,16,99.0,0,5,0,0.044057685
477,OXY 10% WATER SOLUTION,OXY,0.4,0.001754284,0.0004253555,0,61.8,0,8,0,0.000888613
478,MUD MASTER™ MUD MASK,LUSH,16.8,0.025,0.00014,102,0.85,0,9,0,0.01074
479,Rice Milk,Lush,19.5,4.15,2.95,15,70.0,2,2,1,0.790858245
480,Lip Balm - Vanilla,Burt's Bees,0.182,0.23,1.48,0,0.0,0,8,0,0.596
481,Avene Skin Recovery Cream,Avene,0.0,0.053,0.052,164,94.9,0,5,0,0.179
482,PINK FLYING BIRD BLUSH,MAKE UP FOR EVER,0.59,0.04,16.0,14,0.83,0,8,0,0.074
483,NATURAL DARK CHOCOLATE FRAGRANCE,LA BELLA INDIA,2.5,0.184,0.192,25,100.0,0,8,0,0.409
484,Macaron lipstick,MAC,181.0,0.0055064554,0.0013779245,20,0.0,0,9,0,0.501661075
485,Clearly Correcting Eye Cream,Clarins,4.5,0.039,0.898,19,83.9,1,9,0,0.033
486,Elmandana Shampoo,Elmandana,50.0,0.0242,0.002,70,98.9,2,8,0,0.8753
487,NIVEA SUN Kids Protect & Moisture Sun Lotion SPF 50,NIVEA,18.7,0.056,0.003,196,51.0,0,8,0,0.145
488,Mascara Prodotti Originali,Prodotti Originali,5.8,0.163,0.0305,20,97.7,0,4,0,0.27
489,DR. BORN DAY CREAM SPF 30,Dr. Born,33.47,0.415,7.17,119,0.835,0,8,1,0.341
490,LUXURY 12D TROUBLE-FREE EYE MAKE-UP REMOVER,Luxury 12D,18.8,0.06109,0.196,23,7.8,5,3,0,0.13629
491,Purifying and Cupping Mask,Benton,637.5,108.7073,0.705,30,14.17,0,10,0,0.12
492,Pond's Whitening Facial Foam Cleanser,Pond's,0.0,1.13,0.0,10,78.3,2,9,0,0.307
493,Aqua Rinse,L'Oréal Paris,3.13,0.000112,0.001,8,0.310599619,0,4,0,0.0003699804
494,Essential Hydrating Eye Gel,Clinique,1084.2,426.955,1.08,136,32.416,15,6,1,0.395
495,Natural Lips Lip Balm,The Body Shop,3.5,1.60747583267237,0.06176286758640593,22,0.0,0,6,0,0.596986608345926
496,EUROPEAN SOAP,NOGAL,4.75,0.014,0.006075,15,75.0,0,8,0,0.801666666666667
497,JASON Everyday,JASON,0.0,0.299,3.84,9,0.19,2,8,0,0.423
498,MOROCCAN OIL MOISTURE REPLENISHING BODY BUTTER,MOROCCANOIL,17.8,0.139,2.9,0,0.6,6,6,0,0.498
499,Breeze Shower Gel,Bath and Body Works,4.15,0.0289600000000005,0.009615,61,0.31,4,8,0,0.464054849999998
500,PRESSTURE Mascara,L'Oreal Paris,78.0,0.058,1.7,25,95.0,1,3,1,0.066
501,MILTIMEX 200 ML,SUNNY WORLD,1.2,0.01,0.06,21,95.5,0,5,1,0.11
502,EcoPlant,EcoPlant,12.5,0.0623,0.525,115,98.0,0,6,0,0.828
503,FACE CARE,L'OCCITANE,7.0,0.141,0.57,66,0.487,0,9,1,0.007
504,New CeraVe Moisturizing Cream,CeraVe,3.8,0.22,0.02,13,90.0,1,9,0,0.6009999730366405
